model_id,auc,logloss,aucpr,mean_per_class_error,rmse,mse
GBM_3_AutoML,0.8123561737806491,0.5520796725647265,0.8518808602228962,0.2777145942533968,0.4277278240711164,0.1829510914846118
GBM_2_AutoML,0.8079489245811033,0.5502494336188647,0.8424062999855231,0.2797703793756823,0.4273641872792243,0.1826401485688319
GBM_4_AutoML,0.8071793454562145,0.5649476761809028,0.8377810732988378,0.2797647842122474,0.4315848852136882,0.1862655131449125
GBM_1_AutoML,0.7899291920876983,0.5998147852637609,0.7997211335907808,0.2953657072066844,0.4441020560896012,0.1972266362230113
DRF_1_AutoML,0.7727286322132644,5.08953514778033,0.7730962328115514,0.2878793785307516,0.4831298597196241,0.2334144613527037
GLM_1_AutoML,0.6155086597666976,0.6399822058963119,0.7162855258069489,0.4785214493743915,0.477276676098894,0.2277930255480086
XGBoost_2_AutoML,0.5405854437204688,0.6603322879730512,0.6358044426636292,0.5,0.4870403300350405,0.2372082830806411
XGBoost_1_AutoML,0.5360968103255059,0.6648845436979203,0.6287718276134298,0.5,0.4885094982362487,0.2386415298670315
